,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
7851,IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
7853,IndiGo,12/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
7858,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4284
7859,IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2437
7866,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864
7867,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,7295
7876,IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6734
7879,IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
7890,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
7891,IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
7921,IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,11:55,18:10,6h 15m,1 stop,No info,6442
7935,IndiGo,1/04/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5699
7938,IndiGo,15/05/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,11319
7939,IndiGo,9/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,3838
7951,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,3342
7953,IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 25 Jun,2h 20m,non-stop,No info,5277
7960,IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 28 May,2h 20m,non-stop,No info,5277
7962,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,5734
7965,IndiGo,21/05/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,5601
7967,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 10 May,10h 30m,1 stop,No info,8330
7968,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
7974,IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298
7980,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,7255
7982,IndiGo,01/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,8707
7995,IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
8004,IndiGo,9/04/2019,Kolkata,Banglore,CCU → MAA → BLR,19:35,00:10 10 Apr,4h 35m,1 stop,No info,4860
8008,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6314
8009,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 10 Apr,14h 5m,1 stop,No info,6270
8015,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,21:20,9h 25m,2 stops,No info,6610
8017,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,4462
8020,IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
8038,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 25 Jun,6h 55m,1 stop,No info,5883
8043,IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4462
8047,IndiGo,27/05/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804
8056,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 10 Apr,2h 50m,non-stop,No info,3943
8057,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 13 May,2h 50m,non-stop,No info,4284
8058,IndiGo,9/03/2019,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1 stop,No info,8147
8060,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,3342
8061,IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,5734
8071,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
8072,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
8073,IndiGo,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 07 Jun,5h 5m,1 stop,No info,10112
8080,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6838
8084,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
8089,IndiGo,6/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 07 May,2h 20m,non-stop,No info,5277
8092,IndiGo,12/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,6669
8095,IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Mar,2h 40m,non-stop,No info,4148
8100,IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,3175
8112,IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 19 May,2h 20m,non-stop,No info,5277
8115,IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,4049
8116,IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,4326
8117,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 13 Mar,2h 50m,non-stop,No info,4777
8118,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,6838
8119,IndiGo,6/06/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,6582
8123,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4148
8124,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,21:20,9h 25m,2 stops,No info,6494
8131,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
8135,IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3858
8155,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 07 Jun,3h,non-stop,No info,3943
8157,IndiGo,21/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,7166
8163,IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
8165,IndiGo,3/04/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,4744
8170,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,6795
8172,IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
8178,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,non-stop,No info,3943
8186,IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174
8190,IndiGo,18/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6496
8191,IndiGo,15/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 16 Jun,5h 5m,1 stop,No info,10112
8193,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 02 Jun,14h 55m,1 stop,No info,6206
8195,IndiGo,12/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
8200,IndiGo,24/04/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 25 Apr,5h 5m,1 stop,No info,5065
8202,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 28 Jun,2h 50m,non-stop,No info,3419
8204,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 10 Jun,3h,non-stop,No info,3943
8214,IndiGo,18/05/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,7580
8217,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6093
8226,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 22 May,16h 15m,1 stop,No info,7318
8233,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
8238,IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3858
8240,IndiGo,27/04/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6937
8268,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4174
8278,IndiGo,9/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3574
8282,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227
8283,IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
8287,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 16 Jun,2h 20m,non-stop,No info,5277
8293,IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 28 Jun,14h 55m,1 stop,No info,5684
8294,IndiGo,12/06/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218
8307,IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,12649
8308,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6093
8312,IndiGo,9/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
8320,IndiGo,9/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,6297
8322,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
8327,IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 16 Mar,2h 45m,non-stop,No info,4148
8328,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,5224
8329,IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
8330,IndiGo,6/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
8331,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804
8341,IndiGo,24/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6171
8356,IndiGo,6/03/2019,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1 stop,No info,7894
8357,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3943
8361,IndiGo,21/05/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,6147
8362,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 16 May,8h,1 stop,No info,6979
8368,IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,7295
8369,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4423
8370,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 28 Mar,2h 50m,non-stop,No info,5694
8376,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
8379,IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,6565
8381,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,7725
8386,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
8392,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4777
8393,IndiGo,9/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4174
8400,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,6860
8401,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804
8405,IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
8412,IndiGo,1/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4392
8449,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 10 Mar,2h 40m,non-stop,No info,4148
8452,IndiGo,24/04/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,5241
8454,IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 13 Jun,14h 55m,1 stop,No info,5883
8462,IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442
8478,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
8480,IndiGo,27/04/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,5021
8487,IndiGo,27/03/2019,Delhi,Cochin,DEL → BBI → COK,02:35,08:30,5h 55m,1 stop,No info,7731
8491,IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4777
8494,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
8506,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093
8507,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,7514
8508,IndiGo,18/05/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,6015
8511,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
8513,IndiGo,1/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
8520,IndiGo,3/06/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636
8521,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
8524,IndiGo,1/03/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,13999
8530,IndiGo,24/06/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,6582
8532,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:35 28 Mar,7h,1 stop,No info,8574
8533,IndiGo,9/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,4784
8534,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6818
8539,IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 02 Mar,2h 45m,non-stop,No info,4778
8552,IndiGo,18/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224
8554,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,6860
8563,IndiGo,9/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5386
8566,IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,No info,6442
8573,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 07 Jun,14h 55m,1 stop,No info,5883
8577,IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,2h 25m,non-stop,No info,6297
8584,IndiGo,18/05/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,7464
8595,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 22 May,8h,1 stop,No info,6794
8599,IndiGo,9/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:30,5h 15m,1 stop,No info,4565
8610,IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,07:30,12:20,4h 50m,1 stop,No info,8110
8623,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
8625,IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
8627,IndiGo,24/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,non-stop,No info,2754
8629,IndiGo,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,6933
8635,IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442
8636,IndiGo,1/04/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,4729
8637,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:20,10h 25m,1 stop,No info,6442
8642,IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,7295
8645,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,14871
8646,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,15:40,18:25,2h 45m,non-stop,No info,3540
8647,IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6442
8650,IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
8657,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423
8661,IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
8662,IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938
8675,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4990
8678,IndiGo,18/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,6015
8685,IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
8689,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:20,10h 25m,1 stop,No info,6674
8691,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3943
8693,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,6860
8698,IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,6297
8699,IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
8711,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943
8714,IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,12649
8722,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
8731,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
8748,IndiGo,12/06/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,6147
8765,IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 Jun,8h,1 stop,No info,5684
8773,IndiGo,24/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6171
8781,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423
8798,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6093
8800,IndiGo,6/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
8802,IndiGo,9/03/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,7060
8806,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,6565
8807,IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
8815,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 Apr,2h 40m,non-stop,No info,4174
8817,IndiGo,15/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5386
8819,IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6412
8831,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,15:30,10h 45m,1 stop,No info,7738
8832,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 19 May,10h 30m,1 stop,No info,7503
8833,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 04 Jun,14h 5m,1 stop,No info,5883
8835,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
8841,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 10 May,16h 15m,1 stop,No info,8854
8842,IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
8846,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
8848,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,10:30,13:20,2h 50m,non-stop,No info,6860
8857,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4990
8865,IndiGo,6/06/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226
8866,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:35 22 Mar,14h 5m,1 stop,No info,7318
8876,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
8878,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4148
8883,IndiGo,1/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
8884,IndiGo,09/03/2019,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,4h 5m,1 stop,No info,5746
8886,IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,4332
8887,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6416
8900,IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412
8901,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,08:35,21:20,12h 45m,2 stops,No info,6494
8913,IndiGo,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35 07 Mar,5h,1 stop,No info,13292
8914,IndiGo,9/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 10 Apr,2h 35m,non-stop,No info,4174
8916,IndiGo,24/04/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,5912
8928,IndiGo,24/04/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5065
8936,IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,19685
8955,IndiGo,12/06/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226
8965,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 04 Mar,9h 35m,1 stop,No info,14871
8968,IndiGo,21/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 22 May,2h 40m,non-stop,No info,4804
8976,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,7191
8983,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5073
8988,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:35 04 Mar,7h,1 stop,No info,14871
8993,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804
8994,IndiGo,27/03/2019,Delhi,Cochin,DEL → BLR → COK,05:05,10:05,5h,1 stop,No info,6827
9006,IndiGo,1/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6386
9011,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,7648
9013,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
9019,IndiGo,1/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
9030,IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
9037,IndiGo,18/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000
9044,IndiGo,27/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 May,5h 45m,1 stop,No info,6769
9047,IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,8580
